GROUP_SET, GROUP_ID, GROUP_NAME, TEAM_ID, TEAM_ABBREVIATION, GP, W, L, W_PCT, MIN, E_OFF_RATING, OFF_RATING, E_DEF_RATING, DEF_RATING, E_NET_RATING, NET_RATING, AST_PCT, AST_TO, AST_RATIO, OREB_PCT, DREB_PCT, REB_PCT, TM_TOV_PCT, EFG_PCT, TS_PCT, E_PACE, PACE, PACE_PER40, POSS, PIE, GP_RANK, W_RANK, L_RANK, W_PCT_RANK, MIN_RANK, OFF_RATING_RANK, DEF_RATING_RANK, NET_RATING_RANK, AST_PCT_RANK, AST_TO_RANK, AST_RATIO_RANK, OREB_PCT_RANK, DREB_PCT_RANK, REB_PCT_RANK, TM_TOV_PCT_RANK, EFG_PCT_RANK, TS_PCT_RANK, PIE_RANK,p1,p2,p3,p4,p5,p1_cluster,p2_cluster,p3_cluster,p4_cluster,p5_cluster
Lineups, -201942-202696-203897-1628366-1629750-, D. DeRozan - N. Vucevic - Z. LaVine - L. Ball - J. Green,1610612741,CHI,13,8,5,0.615,152.0,109.3,109.7,107.6,106.2,1.7,3.5,0.657,2.05,20.0,0.199,0.791,0.497,0.134,0.557,0.579,101.1,101.6,84.67,320,0.502,161,147,16937,6943,51,6783,9553,7144,6535,2228,4615,8484,6857,9218,10446,6486,7185,7845,D. DeRozan,N. Vucevic,Z. LaVine,L. Ball,J. Green,1,5,1,3,0
Lineups, -203926-1627749-1627751-1629640-1630170-, D. McDermott - D. Murray - J. Poeltl - K. Johnson - D. Vassell,1610612759,SAS,17,7,10,0.412,152.0,113.4,113.5,115.1,114.5,-1.7,-1.0,0.7,3.0,22.2,0.218,0.738,0.481,0.105,0.551,0.581,105.1,105.34,87.78,334,0.519,86,212,17335,9080,53,6295,10583,9241,5241,947,4029,7851,8134,9400,9078,6628,7126,7606,D. McDermott,D. Murray,J. Poeltl,K. Johnson,D. Vassell,0,1,5,6,0
Lineups, -1627783-1627832-1629018-1630173-1630567-, P. Siakam - F. VanVleet - G. Trent Jr. - P. Achiuwa - S. Barnes,1610612761,TOR,15,10,5,0.667,152.0,115.3,114.7,100.1,101.3,15.2,13.4,0.523,1.86,15.6,0.352,0.756,0.56,0.118,0.523,0.56,96.8,96.44,80.37,306,0.569,110,78,16937,6286,52,6077,9217,6262,8064,3401,8051,4540,7255,5477,9598,7157,7777,6633,P. Siakam,F. VanVleet,G. Trent Jr.,P. Achiuwa,S. Barnes,1,1,3,0,5
Lineups, -203991-1627789-1628381-1628989-1629027-, C. Capela - T. Luwawu-Cabarrot - J. Collins - K. Huerter - T. Young,1610612737,ATL,10,3,7,0.3,151.0,117.5,118.2,111.1,110.9,6.5,7.3,0.609,2.0,18.2,0.36,0.801,0.578,0.132,0.544,0.577,100.7,100.52,83.77,319,0.529,295,956,17218,9831,54,5595,10042,6853,6969,2231,6185,4485,6349,4955,10328,6798,7232,7400,C. Capela,T. Luwawu-Cabarrot,J. Collins,K. Huerter,T. Young,5,7,5,3,1
Lineups, -1626167-1627734-1627747-1627763-1630537-, M. Turner - D. Sabonis - C. LeVert - M. Brogdon - C. Duarte,1610612754,IND,11,5,6,0.455,148.0,117.4,122.6,109.5,108.0,8.0,14.6,0.664,2.12,21.5,0.279,0.737,0.527,0.145,0.582,0.626,98.3,96.84,80.7,297,0.579,228,397,17121,8990,55,5051,9720,6132,6523,2203,4156,6444,8136,6251,11131,5978,5745,6443,M. Turner,D. Sabonis,C. LeVert,M. Brogdon,C. Duarte,5,1,3,1,3
Lineups, -203486-1626179-1628970-1628998-1630163-, M. Plumlee - T. Rozier - M. Bridges - C. Martin - L. Ball,1610612766,CHO,29,18,11,0.621,147.0,121.9,121.5,112.0,110.2,9.8,11.4,0.717,2.36,22.3,0.311,0.732,0.524,0.139,0.606,0.628,98.0,98.98,82.48,302,0.555,15,14,17350,6942,56,5162,9994,6443,5038,1995,3703,5953,8212,6323,10573,5328,5713,6913,M. Plumlee,T. Rozier,M. Bridges,C. Martin,L. Ball,5,3,3,0,1
Lineups, -203939-1627827-1628467-1628973-1629029-, D. Powell - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,20,14,6,0.7,142.0,105.5,105.3,117.8,117.7,-12.4,-12.4,0.6,1.43,17.3,0.256,0.715,0.483,0.163,0.536,0.57,94.4,94.54,78.78,282,0.459,46,27,17121,6259,57,7259,10969,10166,6993,4254,6805,6691,8389,9363,11576,6943,7444,8901,D. Powell,D. Finney-Smith,M. Kleber,J. Brunson,L. Doncic,5,3,0,3,1
Lineups, -202685-203468-1627742-1629637-1630529-, J. Valanciunas - C. McCollum - B. Ingram - J. Hayes - H. Jones,1610612740,NOP,12,8,4,0.667,142.0,123.2,122.6,113.1,114.3,10.1,8.2,0.571,1.95,19.0,0.346,0.716,0.536,0.138,0.582,0.618,101.4,101.08,84.23,297,0.551,190,147,16599,6286,58,5051,10582,6797,7557,3358,5891,4566,8387,6084,10548,5978,6039,6964,J. Valanciunas,C. McCollum,B. Ingram,J. Hayes,H. Jones,5,1,1,2,3
Lineups, -203109-1626164-1626166-1628969-1629028-, J. Crowder - D. Booker - C. Payne - M. Bridges - D. Ayton,1610612756,PHO,19,15,4,0.789,138.0,121.2,122.1,108.1,109.2,13.1,13.0,0.655,2.58,22.0,0.248,0.703,0.488,0.121,0.594,0.623,105.7,104.77,87.31,298,0.548,55,22,16599,5965,59,5139,9880,6298,6541,1739,4048,7520,8712,9294,9730,5634,5946,7010,J. Crowder,D. Booker,C. Payne,M. Bridges,D. Ayton,0,1,6,3,5
Lineups, -202066-202685-1628404-1628984-1629638-, G. Temple - J. Valanciunas - J. Hart - D. Graham - N. Alexander-Walker,1610612740,NOP,20,9,11,0.45,135.0,101.5,100.0,113.4,109.4,-11.9,-9.4,0.712,1.45,18.9,0.267,0.679,0.48,0.18,0.532,0.56,97.0,99.42,82.85,283,0.455,46,106,17350,9004,60,7496,9890,9906,5215,4242,5922,6583,8986,9427,12405,7018,7783,8950,G. Temple,J. Valanciunas,J. Hart,D. Graham,N. Alexander-Walker,0,5,3,3,6
Lineups, -201142-202681-203083-203552-1628971-, K. Durant - K. Irving - A. Drummond - S. Curry - B. Brown,1610612751,BRK,9,6,3,0.667,135.0,116.2,118.9,115.2,117.4,1.0,1.4,0.566,2.09,18.2,0.329,0.688,0.505,0.125,0.548,0.573,102.3,100.17,83.47,281,0.5,376,288,15870,6286,61,5557,10950,7262,7732,2217,6464,5847,8893,6604,9774,6712,7313,7852,K. Durant,K. Irving,A. Drummond,S. Curry,B. Brown,1,1,5,3,0
Lineups, -203991-203992-1628989-1629027-1629631-, C. Capela - B. Bogdanovic - K. Huerter - T. Young - D. Hunter,1610612737,ATL,22,13,9,0.591,133.0,120.3,116.4,112.1,104.7,8.1,11.7,0.568,2.23,17.5,0.212,0.722,0.478,0.105,0.584,0.617,100.5,105.71,88.09,287,0.524,33,38,17307,7090,62,5945,9427,6424,7723,2134,6723,7903,8332,9435,9075,5792,6065,7533,C. Capela,B. Bogdanovic,K. Huerter,T. Young,D. Hunter,5,3,3,1,0
Lineups, -203468-203496-203994-1626181-1629014-, C. McCollum - R. Covington - J. Nurkic - N. Powell - A. Simons,1610612757,POR,10,3,7,0.3,131.0,103.0,100.7,119.1,116.5,-16.1,-15.7,0.47,1.42,13.3,0.24,0.773,0.493,0.121,0.496,0.525,96.4,98.61,82.17,272,0.403,295,956,17218,9831,63,7493,10704,10453,10037,4269,9480,7559,7112,9231,9742,9291,8678,9936,C. McCollum,R. Covington,J. Nurkic,N. Powell,A. Simons,1,0,5,3,3
Lineups, -1626174-1629645-1629726-1630224-1630256-, C. Wood - K. Porter Jr. - G. Mathews - J. Green - J. Tate,1610612745,HOU,17,4,13,0.235,129.0,105.6,106.5,111.7,111.4,-6.0,-4.9,0.623,1.22,17.6,0.268,0.683,0.478,0.195,0.563,0.589,103.8,103.48,86.23,277,0.462,86,591,17365,10069,64,7147,10162,9487,6879,4600,6713,6579,8947,9456,12741,6317,6856,8825,C. Wood,K. Porter Jr.,G. Mathews,J. Green,J. Tate,5,3,0,3,3
Lineups, -101108-201580-203109-1626164-1628969-, C. Paul - J. McGee - J. Crowder - D. Booker - M. Bridges,1610612756,PHO,18,17,1,0.944,127.0,112.8,112.2,93.7,93.2,19.1,19.0,0.635,2.58,21.3,0.207,0.741,0.5,0.114,0.57,0.586,103.2,103.75,86.46,271,0.629,67,16,5744,5744,65,6470,6725,5732,6708,1740,4309,7947,8107,6616,9552,6224,6913,5593,C. Paul,J. McGee,J. Crowder,D. Booker,M. Bridges,1,5,0,1,3
Lineups, -1628983-1629652-1630526-1630581-1630598-, S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - J. Giddey - A. Wiggins,1610612760,OKC,12,3,9,0.25,126.0,112.3,112.3,121.1,121.5,-8.8,-9.2,0.607,1.89,18.4,0.26,0.711,0.476,0.134,0.545,0.577,102.8,102.63,85.52,268,0.445,190,956,17307,9877,66,6467,11504,9887,6979,3385,6164,6674,8660,9462,10444,6790,7233,9139,S. Gilgeous-Alexander,L. Dort,J. Robinson-Earl,J. Giddey,A. Wiggins,1,3,0,3,0
Lineups, -203085-203115-203932-203999-1628420-, A. Rivers - W. Barton - A. Gordon - N. Jokic - M. Morris,1610612743,DEN,18,12,6,0.667,125.0,119.4,117.6,103.7,102.7,15.7,14.9,0.613,2.62,18.8,0.256,0.803,0.526,0.1,0.556,0.597,98.1,99.29,82.74,261,0.567,67,50,17121,6286,68,5678,9278,6112,6948,1721,5931,6689,6345,6252,8759,6494,6649,6665,A. Rivers,W. Barton,A. Gordon,N. Jokic,M. Morris,0,3,3,1,3
Lineups, -202355-202711-204060-1626220-1628378-, H. Whiteside - B. Bogdanovic - J. Ingles - R. O'Neale - D. Mitchell,1610612762,UTA,24,18,6,0.75,125.0,110.4,109.5,112.9,110.6,-2.5,-1.2,0.556,1.36,16.7,0.294,0.675,0.488,0.167,0.554,0.593,99.5,100.96,84.13,264,0.501,24,14,17121,5984,67,6806,10032,9247,7788,4333,6928,6135,9005,9293,11595,6594,6772,7850,H. Whiteside,B. Bogdanovic,J. Ingles,R. O'Neale,D. Mitchell,5,3,6,0,1
Lineups, -203078-203484-203915-1626149-1628398-, B. Beal - K. Caldwell-Pope - S. Dinwiddie - M. Harrell - K. Kuzma,1610612764,WAS,20,10,10,0.5,121.0,107.8,103.0,111.7,109.4,-3.9,-6.4,0.66,1.55,17.0,0.281,0.75,0.504,0.15,0.526,0.57,100.7,104.12,86.76,267,0.483,46,78,17335,7220,70,7413,9886,9607,6529,3821,6885,6431,7273,6608,11213,7121,7437,8459,B. Beal,K. Caldwell-Pope,S. Dinwiddie,M. Harrell,K. Kuzma,1,3,3,5,3
Lineups, -202709-1628977-1630180-1630191-1630595-, C. Joseph - H. Diallo - S. Bey - I. Stewart - C. Cunningham,1610612765,DET,11,4,7,0.364,121.0,95.7,96.4,117.7,120.5,-22.0,-24.1,0.685,1.97,17.7,0.277,0.675,0.453,0.127,0.445,0.477,101.6,100.07,83.39,251,0.344,228,591,17218,9252,69,9660,11422,11224,5382,3352,6578,6470,9002,10051,10215,9872,10663,10860,C. Joseph,H. Diallo,S. Bey,I. Stewart,C. Cunningham,6,2,3,5,1
Lineups, -203107-203484-204001-1629060-1630557-, T. Satoransky - K. Caldwell-Pope - K. Porzingis - R. Hachimura - C. Kispert,1610612764,WAS,11,6,5,0.545,121.0,119.4,116.9,109.2,109.6,10.2,7.4,0.806,3.22,24.6,0.115,0.766,0.474,0.106,0.608,0.638,99.6,100.54,83.78,254,0.569,228,288,16937,7196,71,5724,9902,6850,3986,935,3217,9405,7194,9517,9129,5284,5495,6639,T. Satoransky,K. Caldwell-Pope,K. Porzingis,R. Hachimura,C. Kispert,6,3,5,0,0
Lineups, -203500-203937-1629001-1629630-1630533-, S. Adams - K. Anderson - D. Melton - J. Morant - Z. Williams,1610612763,MEM,24,14,10,0.583,120.0,113.7,112.6,94.2,91.0,19.6,21.6,0.603,1.7,18.2,0.374,0.8,0.592,0.155,0.556,0.575,109.4,111.82,93.18,278,0.619,24,27,17335,7094,72,6358,6566,5448,6991,3591,6464,4382,6350,4736,11422,6492,7274,5785,S. Adams,K. Anderson,D. Melton,J. Morant,Z. Williams,5,0,3,1,0
Lineups, -201144-203497-203903-204060-1629672-, M. Conley - R. Gobert - J. Clarkson - J. Ingles - E. Paschall,1610612762,UTA,14,10,4,0.714,119.0,112.0,111.5,97.5,94.7,14.5,16.8,0.626,1.59,18.1,0.336,0.787,0.572,0.16,0.576,0.594,97.1,98.72,82.27,243,0.578,129,78,16599,6222,73,6535,6842,5857,6745,3789,6474,4590,6874,4991,11553,6042,6736,6463,M. Conley,R. Gobert,J. Clarkson,J. Ingles,E. Paschall,3,5,3,6,0
Lineups, -101150-201568-203992-1626153-1630168-, L. Williams - D. Gallinari - B. Bogdanovic - D. Wright - O. Okongwu,1610612737,ATL,13,8,5,0.615,118.0,120.6,119.5,97.3,97.2,23.3,22.3,0.623,3.47,20.2,0.21,0.653,0.471,0.079,0.581,0.616,98.7,99.2,82.67,241,0.654,161,147,16937,6943,74,5516,6984,5385,6879,877,4609,7936,10267,9575,8097,5989,6076,5193,L. Williams,D. Gallinari,B. Bogdanovic,D. Wright,O. Okongwu,6,0,3,6,5
Lineups, -203084-203200-1626168-1627745-1630558-, H. Barnes - J. Holiday - T. Lyles - D. Jones - D. Mitchell,1610612758,SAC,11,5,6,0.455,117.0,100.0,99.2,122.4,124.5,-22.4,-25.3,0.634,2.27,18.6,0.145,0.687,0.414,0.107,0.51,0.536,99.2,98.71,82.26,242,0.405,228,397,17121,8990,75,9575,11712,11449,6710,2093,6093,9040,8921,11064,9156,7294,8349,9911,H. Barnes,J. Holiday,T. Lyles,D. Jones,D. Mitchell,3,0,0,2,6
Lineups, -101108-203109-1628969-1629013-1629028-, C. Paul - J. Crowder - M. Bridges - L. Shamet - D. Ayton,1610612756,PHO,18,15,3,0.833,116.0,110.4,107.2,100.8,99.6,9.6,7.6,0.714,2.41,21.0,0.132,0.754,0.46,0.116,0.55,0.594,100.2,102.34,85.29,249,0.575,67,22,15870,5797,76,7065,7052,6840,5041,1958,4416,9256,7267,9846,9593,6702,6742,6500,C. Paul,J. Crowder,M. Bridges,L. Shamet,D. Ayton,1,0,3,0,5
Lineups, -200782-202710-1628389-1629130-1629639-, P. Tucker - J. Butler - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,28,19,9,0.679,114.0,108.0,107.4,104.8,100.4,3.2,7.0,0.581,1.67,16.7,0.212,0.684,0.462,0.131,0.519,0.576,95.5,97.88,81.57,229,0.529,17,12,17307,6285,77,7054,9204,6879,7516,3599,6929,7910,8946,9753,10314,7211,7258,7432,P. Tucker,J. Butler,B. Adebayo,D. Robinson,T. Herro,0,1,5,0,3
Lineups, -1626145-1628991-1629634-1629723-1630217-, T. Jones - J. Jackson Jr. - B. Clarke - J. Konchar - D. Bane,1610612763,MEM,21,12,9,0.571,113.0,101.8,101.2,107.7,111.2,-5.9,-10.0,0.632,1.96,16.5,0.254,0.672,0.456,0.114,0.467,0.513,104.8,103.43,86.19,246,0.469,39,50,17307,7106,78,7484,10145,9949,6719,3354,7779,6699,9011,9903,9534,9532,9003,8696,T. Jones,J. Jackson Jr.,B. Clarke,J. Konchar,D. Bane,6,5,5,0,3
Lineups, -202326-203085-203210-1627854-1630538-, D. Cousins - A. Rivers - J. Green - B. Forbes - B. Hyland,1610612743,DEN,11,7,4,0.636,112.0,123.2,121.9,111.9,109.1,11.2,12.8,0.643,1.85,18.9,0.345,0.723,0.541,0.146,0.598,0.63,97.5,99.31,82.76,233,0.533,228,212,16599,6892,79,5143,9823,6305,6602,3414,5930,4571,8331,5957,11140,5600,5694,7318,D. Cousins,A. Rivers,J. Green,B. Forbes,B. Hyland,2,0,2,0,6
Lineups, -1629645-1629726-1630224-1630256-1630578-, K. Porter Jr. - G. Mathews - J. Green - J. Tate - A. Sengun,1610612745,HOU,9,0,9,0.0,112.0,114.6,116.4,122.8,124.5,-8.3,-8.1,0.561,2.12,17.3,0.254,0.685,0.457,0.112,0.539,0.57,102.3,100.86,84.05,232,0.435,376,10195,17307,10195,80,5944,11711,9748,7768,2204,6818,6697,8925,9895,9507,6879,7436,9373,K. Porter Jr.,G. Mathews,J. Green,J. Tate,A. Sengun,3,0,3,3,5
Lineups, -203935-1627759-1628369-1629057-1629684-, M. Smart - J. Brown - J. Tatum - R. Williams III - G. Williams,1610612738,BOS,22,17,5,0.773,109.0,128.5,126.8,96.8,95.8,31.8,31.0,0.561,1.94,19.4,0.307,0.75,0.551,0.14,0.63,0.654,103.5,104.66,87.21,235,0.642,33,16,16937,5978,82,4520,6909,4658,7767,3361,5723,6006,7273,5706,10588,4720,5147,5375,M. Smart,J. Brown,J. Tatum,R. Williams III,G. Williams,3,1,1,0,0
Lineups, -203500-1628415-1628991-1629630-1630217-, S. Adams - D. Brooks - J. Jackson Jr. - J. Morant - D. Bane,1610612763,MEM,11,4,7,0.364,109.0,118.8,119.7,95.3,94.8,23.5,24.9,0.589,2.1,19.2,0.287,0.785,0.55,0.128,0.566,0.602,102.2,102.09,85.08,234,0.635,228,591,17218,9252,81,5511,6858,5228,7440,2208,5820,6197,6932,5710,10226,6283,6473,5504,S. Adams,D. Brooks,J. Jackson Jr.,J. Morant,D. Bane,5,3,5,1,3
Lineups, -203926-1627749-1628401-1629234-1629640-, D. McDermott - D. Murray - D. White - D. Eubanks - K. Johnson,1610612759,SAS,12,2,10,0.167,108.0,99.0,98.2,106.2,109.6,-7.2,-11.3,0.713,2.0,20.3,0.174,0.792,0.504,0.138,0.508,0.533,102.6,101.35,84.45,225,0.493,190,1646,17335,10141,84,9593,9903,10108,5214,2231,4604,8649,6847,6606,10530,7302,8378,8314,D. McDermott,D. Murray,D. White,D. Eubanks,K. Johnson,0,1,3,2,6
Lineups, -1628386-1629636-1629731-1630171-1630596-, J. Allen - D. Garland - D. Wade - I. Okoro - E. Mobley,1610612739,CLE,9,5,4,0.556,108.0,119.1,121.0,99.1,98.6,20.0,22.4,0.546,1.51,18.2,0.269,0.771,0.55,0.164,0.62,0.64,96.6,96.07,80.06,214,0.602,376,397,16599,7171,83,5209,7038,5382,7902,3835,6466,6578,7133,5746,11585,5103,5478,6003,J. Allen,D. Garland,D. Wade,I. Okoro,E. Mobley,5,1,0,0,5
Lineups, -203084-203090-1626158-1628368-1630169-, H. Barnes - M. Harkless - R. Holmes - D. Fox - T. Haliburton,1610612758,SAC,10,5,5,0.5,106.0,111.2,113.5,110.1,109.6,1.1,3.9,0.588,1.97,19.1,0.198,0.742,0.493,0.131,0.562,0.593,102.5,101.64,84.7,222,0.508,295,397,16937,7220,85,6288,9907,7116,7453,3353,5833,8485,8106,9229,10310,6421,6773,7804,H. Barnes,M. Harkless,R. Holmes,D. Fox,T. Haliburton,3,7,5,1,1
Lineups, -201942-202696-203897-1629632-1629750-, D. DeRozan - N. Vucevic - Z. LaVine - C. White - J. Green,1610612741,CHI,11,8,3,0.727,105.0,120.0,119.5,112.4,112.1,7.7,7.3,0.643,2.1,20.7,0.237,0.637,0.474,0.136,0.613,0.644,100.8,101.12,84.27,221,0.544,228,147,15870,6208,86,5517,10212,6852,6602,2208,4515,7585,10376,9518,10471,5185,5347,7123,D. DeRozan,N. Vucevic,Z. LaVine,C. White,J. Green,1,5,1,3,0
Lineups, -202324-1628983-1629647-1629652-1630581-, D. Favors - S. Gilgeous-Alexander - D. Bazley - L. Dort - J. Giddey,1610612760,OKC,11,4,7,0.364,105.0,95.8,95.8,118.1,117.2,-22.3,-21.4,0.671,1.66,17.8,0.254,0.717,0.485,0.149,0.471,0.5,98.0,98.39,81.99,215,0.408,228,591,17218,9252,87,9691,10932,11043,5424,3724,6557,6696,8386,9339,11198,9485,9388,9870,D. Favors,S. Gilgeous-Alexander,D. Bazley,L. Dort,J. Giddey,2,1,0,3,3
Lineups, -1626156-1626157-1627736-1630162-1630183-, D. Russell - K. Towns - M. Beasley - A. Edwards - J. McDaniels,1610612750,MIN,23,14,9,0.609,104.0,115.3,113.2,102.8,101.4,12.4,11.9,0.565,1.63,16.9,0.276,0.776,0.517,0.141,0.556,0.598,101.8,103.48,86.23,227,0.55,28,27,17307,6952,88,6327,9219,6401,7733,3733,6908,6473,7104,6462,10595,6493,6628,6986,D. Russell,K. Towns,M. Beasley,A. Edwards,J. McDaniels,1,1,0,3,0
Lineups, -1627783-1627832-1628449-1629018-1630567-, P. Siakam - F. VanVleet - C. Boucher - G. Trent Jr. - S. Barnes,1610612761,TOR,11,7,4,0.636,104.0,120.7,122.9,99.6,99.5,21.1,23.3,0.621,2.68,19.8,0.3,0.69,0.509,0.105,0.567,0.603,98.6,97.74,81.45,210,0.615,228,212,16599,6892,89,5033,7051,5321,6885,1669,5650,6031,8881,6585,9077,6247,6440,5849,P. Siakam,F. VanVleet,C. Boucher,G. Trent Jr.,S. Barnes,1,1,5,3,5
Lineups, -201143-203471-203935-1628369-1629057-, A. Horford - D. Schroder - M. Smart - J. Tatum - R. Williams III,1610612738,BOS,12,6,6,0.5,103.0,94.0,94.2,112.0,111.3,-18.0,-17.0,0.5,1.41,13.8,0.27,0.75,0.488,0.13,0.46,0.484,95.8,95.96,79.97,208,0.402,190,288,17121,7220,91,9812,10149,10668,8093,4276,9262,6570,7273,9285,10263,9649,10559,9946,A. Horford,D. Schroder,M. Smart,J. Tatum,R. Williams III,5,3,3,1,0
Lineups, -1626156-1626157-1627736-1629020-1630162-, D. Russell - K. Towns - M. Beasley - J. Vanderbilt - A. Edwards,1610612750,MIN,18,8,10,0.444,103.0,134.3,135.2,125.6,121.0,8.7,14.2,0.645,2.88,22.1,0.258,0.753,0.5,0.11,0.661,0.687,100.1,101.66,84.71,219,0.531,67,147,17335,9005,90,3546,11456,6211,6597,1611,4030,6679,7269,6616,9186,4287,4402,7381,D. Russell,K. Towns,M. Beasley,J. Vanderbilt,A. Edwards,1,1,0,5,3
Lineups, -203501-203939-204001-1627827-1629029-, T. Hardaway Jr. - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic,1610612742,DAL,11,7,4,0.636,103.0,97.4,95.8,114.1,113.0,-16.7,-17.1,0.636,1.96,16.7,0.24,0.839,0.49,0.116,0.456,0.487,99.3,100.63,83.86,216,0.416,228,212,16599,6892,92,9682,10341,10673,6644,3357,6929,7560,5893,9262,9583,9717,10517,9751,T. Hardaway Jr.,D. Powell,K. Porzingis,D. Finney-Smith,L. Doncic,3,5,5,3,1
Lineups, -203473-1628997-1629216-1629622-1629639-, D. Dedmon - C. Martin - G. Vincent - M. Strus - T. Herro,1610612748,MIA,17,10,7,0.588,102.0,115.0,109.5,104.4,102.9,10.6,6.5,0.536,1.41,16.8,0.259,0.602,0.458,0.159,0.601,0.621,93.0,96.0,80.0,201,0.524,86,78,17218,7092,93,6807,9294,6934,8010,4277,6924,6678,10660,9883,11523,5361,5992,7512,D. Dedmon,C. Martin,G. Vincent,M. Strus,T. Herro,2,0,6,0,3
Lineups, -203493-1627827-1628467-1628973-1629029-, R. Bullock - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,19,10,9,0.526,101.0,105.9,105.8,104.3,103.4,1.6,2.4,0.513,1.58,14.2,0.357,0.684,0.52,0.125,0.492,0.53,97.4,97.88,81.56,208,0.514,55,78,17307,7216,94,7207,9329,7219,8086,3793,9192,4510,8927,6433,9775,9303,8581,7704,R. Bullock,D. Finney-Smith,M. Kleber,J. Brunson,L. Doncic,0,3,0,3,1
Lineups, -1628964-1628976-1630175-1630181-1630532-, M. Bamba - W. Carter Jr. - C. Anthony - R. Hampton - F. Wagner,1610612753,ORL,11,5,6,0.455,100.0,107.1,106.7,110.3,112.6,-3.3,-6.0,0.63,1.76,18.0,0.242,0.774,0.517,0.138,0.531,0.565,102.2,101.28,84.4,210,0.473,228,397,17121,8990,95,7118,10331,9574,6736,3490,6487,7534,7111,6473,10549,7045,7619,8641,M. Bamba,W. Carter Jr.,C. Anthony,R. Hampton,F. Wagner,5,5,3,6,3
Lineups, -202685-203468-1628984-1629637-1630529-, J. Valanciunas - C. McCollum - D. Graham - J. Hayes - H. Jones,1610612740,NOP,9,3,6,0.333,98.0,126.3,128.5,105.4,101.5,21.0,27.0,0.632,3.0,20.4,0.351,0.828,0.592,0.1,0.571,0.608,97.3,98.24,81.86,200,0.604,376,956,17121,9264,96,4389,9223,4942,6720,947,4572,4546,6175,4731,8760,6089,6313,5974,J. Valanciunas,C. McCollum,D. Graham,J. Hayes,H. Jones,5,1,3,2,3
Lineups, -201569-1626174-1629717-1629726-1630256-, E. Gordon - C. Wood - A. Brooks - G. Mathews - J. Tate,1610612745,HOU,9,5,4,0.556,97.0,107.7,111.4,115.6,113.3,-7.9,-2.0,0.659,2.24,19.0,0.245,0.716,0.472,0.118,0.529,0.556,104.8,104.01,86.67,211,0.497,376,397,16599,7171,97,6540,10362,9285,6530,2133,5834,7522,8388,9568,9683,7075,7863,8274,E. Gordon,C. Wood,A. Brooks,G. Mathews,J. Tate,3,5,7,0,3
Lineups, -203486-1626162-1626179-1628970-1630163-, M. Plumlee - K. Oubre Jr. - T. Rozier - M. Bridges - L. Ball,1610612766,CHO,18,7,11,0.389,97.0,105.6,105.6,114.6,113.8,-9.0,-8.2,0.675,2.0,18.8,0.261,0.68,0.46,0.131,0.508,0.541,106.5,106.89,89.07,214,0.455,67,212,17350,9216,98,7216,10421,9755,5419,2231,5935,6656,8969,9849,10312,7301,8239,8951,M. Plumlee,K. Oubre Jr.,T. Rozier,M. Bridges,L. Ball,5,0,3,3,1
Lineups, -201976-1626157-1627736-1629020-1630162-, P. Beverley - K. Towns - M. Beasley - J. Vanderbilt - A. Edwards,1610612750,MIN,26,14,12,0.538,97.0,111.2,109.6,119.3,116.3,-8.1,-6.7,0.563,1.02,15.3,0.323,0.738,0.514,0.202,0.561,0.604,106.9,109.0,90.84,218,0.438,19,27,17357,7203,99,6787,10702,9623,7744,4734,8288,5862,8130,6527,13505,6426,6433,9324,P. Beverley,K. Towns,M. Beasley,J. Vanderbilt,A. Edwards,3,1,0,5,3
Lineups, -200768-200782-203473-1629130-1629639-, K. Lowry - P. Tucker - D. Dedmon - D. Robinson - T. Herro,1610612748,MIA,18,11,7,0.611,96.0,113.2,114.7,110.6,109.7,2.6,5.0,0.701,1.93,19.4,0.29,0.742,0.508,0.142,0.566,0.592,98.4,98.13,81.78,197,0.512,67,59,17218,6949,100,6076,9911,7030,5240,3363,5728,6185,8101,6591,10602,6282,6775,7730,K. Lowry,P. Tucker,D. Dedmon,D. Robinson,T. Herro,1,0,2,0,3
Lineups, -201942-202696-203897-1627936-1628366-, D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - L. Ball,1610612741,CHI,16,11,5,0.688,95.0,109.8,108.6,100.2,96.0,9.6,12.5,0.539,1.41,15.2,0.239,0.776,0.528,0.138,0.524,0.586,101.0,103.75,86.45,210,0.594,99,59,16937,6281,102,6905,6926,6318,7965,4274,8314,7562,7103,6244,10549,7143,6917,6188,D. DeRozan,N. Vucevic,Z. LaVine,A. Caruso,L. Ball,1,5,1,6,3
Lineups, -202685-1627742-1628984-1629638-1630529-, J. Valanciunas - B. Ingram - D. Graham - N. Alexander-Walker - H. Jones,1610612740,NOP,15,6,9,0.4,95.0,103.0,106.3,100.9,98.6,2.1,7.7,0.539,1.45,16.9,0.284,0.714,0.502,0.159,0.532,0.551,104.9,104.55,87.12,208,0.543,110,288,17307,9083,101,7158,7037,6821,7966,4238,6913,6420,8390,6614,11515,7015,8005,7129,J. Valanciunas,B. Ingram,D. Graham,N. Alexander-Walker,H. Jones,5,1,3,6,3
